#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2026-09-23-18-35-06
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1782942924.454885	CFqzLB48607YffMJC5	172.20.0.30	49030	216.239.35.12	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782942924.514053	CFqzLB48607YffMJC5	172.20.0.30	49030	216.239.35.12	123	3	4	1	1.000000	0.000001	0.000000	0.000076	GOOG	1782942924.489578	0.000000	1782942924.489578	1782942924.489578	0
1782943930.796290	CfyrQRKwZXIFSZDUk	172.20.0.30	48657	216.239.35.8	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782943930.853755	CfyrQRKwZXIFSZDUk	172.20.0.30	48657	216.239.35.8	123	3	4	1	1.000000	0.000001	0.000000	0.000076	GOOG	1782943930.826414	0.000000	1782943930.826414	1782943930.826414	0
1782944997.996864	CIuMpH2adT9plwuey	172.20.0.30	53768	121.174.142.81	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782944998.005494	CIuMpH2adT9plwuey	172.20.0.30	53768	121.174.142.81	123	3	4	3	8.000000	0.000000	0.008194	0.029449	220.73.142.66	1782944599.905695	0.000000	1782944998.001179	1782944998.001186	0
1782946005.812947	CDXnRfTwe0aU6mdBf	172.20.0.30	55682	162.159.200.1	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782946005.817707	CDXnRfTwe0aU6mdBf	172.20.0.30	55682	162.159.200.1	123	3	4	3	1.000000	0.000000	0.134918	0.002686	10.34.8.57	1782945999.147410	0.000000	1782946005.799962	1782946005.800038	0
1782947072.529867	CUL35N2kIduVrRwTqi	172.20.0.30	59093	121.134.215.104	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782947072.532193	CUL35N2kIduVrRwTqi	172.20.0.30	59093	121.134.215.104	123	3	4	2	1.000000	0.000000	0.000137	0.000107	192.168.0.220	1782946999.196547	0.000000	1782947072.531050	1782947072.531065	0
1782948066.414940	C1THwW2ZN4Rtm16gk5	172.20.0.30	39139	121.174.142.81	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782948066.423220	C1THwW2ZN4Rtm16gk5	172.20.0.30	39139	121.174.142.81	123	3	4	3	8.000000	0.000000	0.008102	0.022781	220.73.142.66	1782947791.905581	0.000000	1782948066.418524	1782948066.418529	0
1782949094.314645	CznQle46exOARbDLlk	172.20.0.30	57659	121.174.142.82	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782949094.324082	CznQle46exOARbDLlk	172.20.0.30	57659	121.174.142.82	123	3	4	3	8.000000	0.000000	0.008102	0.038208	220.73.142.66	1782947791.905581	0.000000	1782949094.321491	1782949094.321505	0
1782950140.141874	CS4Tte2YG9lTcYSP29	172.20.0.30	36333	121.174.142.82	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782950140.150590	CS4Tte2YG9lTcYSP29	172.20.0.30	36333	121.174.142.82	123	3	4	3	8.000000	0.000000	0.008270	0.025711	220.73.142.66	1782949922.905804	0.000000	1782950140.148252	1782950140.148263	0
1782951127.710883	CNUulC2zbkjFHcniud	172.20.0.30	58001	162.159.200.1	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782951127.713157	CNUulC2zbkjFHcniud	172.20.0.30	58001	162.159.200.1	123	3	4	3	1.000000	0.000000	0.135712	0.002075	10.34.8.57	1782951105.960709	0.000000	1782951127.691525	1782951127.691574	0
1782952110.534269	CVO6h51G2nBsoJUaQa	172.20.0.30	60603	162.159.200.1	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782952110.536485	CVO6h51G2nBsoJUaQa	172.20.0.30	60603	162.159.200.1	123	3	4	3	1.000000	0.000000	0.134247	0.001740	10.153.8.11	1782952084.911268	0.000000	1782952110.515872	1782952110.515940	0
1782953132.484484	C9575m37QWTDEStaZ3	172.20.0.30	47398	162.159.200.123	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782953132.486923	C9575m37QWTDEStaZ3	172.20.0.30	47398	162.159.200.123	123	3	4	3	1.000000	0.000000	0.134872	0.002731	10.11.8.94	1782953074.271850	0.000000	1782953132.468408	1782953132.468459	0
1782954143.967633	CF0ekW1a9IJvewFR37	172.20.0.30	53680	162.159.200.123	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782954143.970250	CF0ekW1a9IJvewFR37	172.20.0.30	53680	162.159.200.123	123	3	4	3	1.000000	0.000000	0.134872	0.002975	10.11.8.94	1782954108.906738	0.000000	1782954143.951978	1782954143.952050	0
1782955171.585414	CdZpqA3OO7EZcD3Hn6	172.20.0.30	35979	162.159.200.1	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782955171.587965	CdZpqA3OO7EZcD3Hn6	172.20.0.30	35979	162.159.200.1	123	3	4	3	1.000000	0.000000	0.135101	0.002090	10.11.8.94	1782955115.550555	0.000000	1782955171.567677	1782955171.567741	0
1782956241.495874	CByEoH1Db3dyx2o4ze	172.20.0.30	46902	216.239.35.12	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782956241.554607	CByEoH1Db3dyx2o4ze	172.20.0.30	46902	216.239.35.12	123	3	4	1	1.000000	0.000001	0.000000	0.000061	GOOG	1782956241.529283	0.000000	1782956241.529283	1782956241.529283	0
1782957218.942096	CRKTuMvwwD3alGfdb	172.20.0.30	59392	216.239.35.8	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782957219.004366	CRKTuMvwwD3alGfdb	172.20.0.30	59392	216.239.35.8	123	3	4	1	1.000000	0.000001	0.000000	0.000076	GOOG	1782957218.976266	0.000000	1782957218.976266	1782957218.976266	0
1782958274.079346	CWMaEE1w42tAVD0S6k	172.20.0.30	34451	216.239.35.0	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782958274.144954	CWMaEE1w42tAVD0S6k	172.20.0.30	34451	216.239.35.0	123	3	4	1	1.000000	0.000001	0.000000	0.000061	GOOG	1782958274.115877	0.000000	1782958274.115877	1782958274.115877	0
1782959347.336357	CdVXfB1KChVZ1ymSU2	172.20.0.30	48761	162.159.200.1	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782959347.338488	CdVXfB1KChVZ1ymSU2	172.20.0.30	48761	162.159.200.1	123	3	4	3	1.000000	0.000000	0.135223	0.002823	10.11.8.94	1782959310.976736	0.000000	1782959347.318404	1782959347.318463	0
1782960340.871987	CZ7U1hpPvHu7BqM32	172.20.0.30	43721	216.239.35.4	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782960340.928902	CZ7U1hpPvHu7BqM32	172.20.0.30	43721	216.239.35.4	123	3	4	1	1.000000	0.000001	0.000000	0.000092	GOOG	1782960340.904674	0.000000	1782960340.904674	1782960340.904674	0
1782961367.705239	CaVLXI2FVPO6Qfdc8l	172.20.0.30	56595	121.174.142.82	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1782961367.714280	CaVLXI2FVPO6Qfdc8l	172.20.0.30	56595	121.174.142.82	123	3	4	3	8.000000	0.000000	0.008133	0.049515	220.73.142.66	1782959425.905581	0.000000	1782961367.708567	1782961367.708572	0
